rowid,order,family,genus,species,longitude,latitude,year,source,study
290,Carnivora,Canidae,Canis,Canis familiaris,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
291,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
292,Carnivora,Felidae,Felis,Felis catus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
293,Carnivora,Felidae,Leopardus,Leopardus sp.,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
294,Carnivora,Mustelidae,Eira,Eira barbara,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
295,Carnivora,Procyonidae,Nasua,Nasua nasua,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
296,Carnivora,Procyonidae,Potos,Potos flavus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
297,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
298,Cingulata,Dasypodidae,Cabassous,Cabassous sp.,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
299,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
300,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
301,Primates,Callitrichidae,Callithrix,Callithrix kuhlii,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
302,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
303,Primates,Cebidae,Sapajus,Sapajus xanthosternos,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
304,Primates,Pitheciidae,Callicebus,Callicebus melanochir,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
305,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
306,Cingulata,Dasypodidae,Dasypus,Dasypus sp.,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
307,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta sp.,-39.08,-15.06,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
308,Artiodactyla,Bovidae,Bos,Bos taurus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
309,Artiodactyla,Cervidae,Mazama,Mazama sp.,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
310,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
311,Carnivora,Canidae,Canis,Canis familiaris,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
312,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
313,Carnivora,Felidae,Felis,Felis catus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
314,Carnivora,Mustelidae,Eira,Eira barbara,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
315,Carnivora,Procyonidae,Nasua,Nasua nasua,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
316,Carnivora,Procyonidae,Potos,Potos flavus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
317,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
318,Cingulata,Dasypodidae,Cabassous,Cabassous sp.,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
319,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
320,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
321,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
322,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
323,Pilosa,Bradypodidae,Bradypus,Bradypus torquatus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
324,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
325,Primates,Callitrichidae,Callithrix,Callithrix kuhlii,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
326,Primates,Callitrichidae,Leontopithecus,Leontopithecus chrysomelas,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
327,Primates,Cebidae,Sapajus,Sapajus xanthosternos,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
328,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
329,Rodentia,Erethizontidae,Chaetomys,Chaetomys subspinosus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
330,Rodentia,Erethizontidae,Sphiggurus,Sphiggurus insidiosus,-39.36,-15.23,2009,atlantic_camtrap,"Cassano, C. R., J. Barlow, and R. Pardini. 2012. Large Mammals in an Agroforestry Mosaic in the Brazilian Atlantic Forest. Biotropica 44:818–825."
331,Carnivora,Canidae,Canis,Canis familiaris,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
332,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
333,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
334,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
335,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
336,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
337,Didelphimorphia,Didelphidae,Marmosops,Marmosops sp.,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
338,Didelphimorphia,Didelphidae,Philander,Philander frenatus,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
339,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
340,Primates,Callitrichidae,Callithrix,Callithrix penicillata,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
341,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-43.27,-21.72,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
342,Carnivora,Canidae,Canis,Canis familiaris,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
343,Carnivora,Canidae,Chrysocyon,Chrysocyon brachyurus,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
344,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
345,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
346,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
347,Didelphimorphia,Didelphidae,Marmosops,Marmosops sp.,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
348,Didelphimorphia,Didelphidae,Philander,Philander frenatus,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
349,Primates,Cebidae,Sapajus,Sapajus nigritus,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
350,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
351,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
352,Rodentia,Sciuridae,Sciurus,Sciurus aestuans,-43.31,-21.76,2007,atlantic_camtrap,"Barros, R. S. M. 2008. Levantamento e estimativas populacionais de mamiferos de medio e grande porte num fragmento de mata atlantica em area urbana no sudeste do Brasil. Dissertacao (Mestrado em Ecologia aplicada ao Manejo e Conservacao de Recursos Naturais). Universidade Federal de Juiz de Fora. 69p."
353,Carnivora,Canidae,Canis,Canis familiaris,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
354,Carnivora,Felidae,Leopardus,Leopardus wiedii,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
355,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
356,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
357,Primates,Atelidae,Alouatta,Alouatta guariba,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
358,Primates,Cebidae,Sapajus,Sapajus nigritus,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
359,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
360,Rodentia,Cricetidae,Nectomys,Nectomys squamipes,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
361,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
362,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
363,Rodentia,Echimyidae,Trinomys,Trinomys dimidiatus,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
364,Rodentia,Erethizontidae,Sphiggurus,Sphiggurus insidiosus,-44,-22.83,2011,atlantic_camtrap,"Lessa, I. 2012. Os mamiferos de medio porte e suas respostas a fatores ambientais, fisicos e antropicos, sobre diferentes perspectivas, no Parque Estadual da Ilha Grande -RJ:83."
365,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
366,Carnivora,Canidae,Canis,Canis familiaris,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
367,Carnivora,Felidae,Leopardus,Leopardus pardalis,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
368,Carnivora,Felidae,Puma,Puma concolor,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
369,Carnivora,Mustelidae,Eira,Eira barbara,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
370,Carnivora,Procyonidae,Nasua,Nasua nasua,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
371,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
372,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
373,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-40.56,-19.9,2008,atlantic_camtrap,"Gatti, A. 2012. Mamiferos de medio e grande porte da Reserva Biologica Augusto Ruschi, Espirito Santo 12:61–68."
374,Carnivora,Canidae,Canis,Canis familiaris,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
375,Carnivora,Felidae,Leopardus,Leopardus pardalis,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
376,Carnivora,Felidae,Puma,Puma concolor,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
377,Carnivora,Mustelidae,Eira,Eira barbara,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
378,Carnivora,Mustelidae,Lontra,Lontra longicaudis,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
379,Carnivora,Procyonidae,Nasua,Nasua nasua,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
380,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
381,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
382,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
