rowid,order,family,genus,species,longitude,latitude,year,source,study
383,Didelphimorphia,Didelphidae,Gracilinanus,Gracilinanus agilis,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
384,Didelphimorphia,Didelphidae,Marmosops,Marmosops sp.,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
385,Didelphimorphia,Didelphidae,Philander,Philander frenatus,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
386,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
387,Rodentia,Caviidae,Cavia,Cavia sp.,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
388,Rodentia,Cuniculidae,Cuniculus,Cuniculus paca,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
389,Rodentia,Sciuridae,Sciurus,Sciurus aestuans,-43.28,-21.74,2006,atlantic_camtrap,"Bastos Neto, O. J. R., E. G. de Oliveira, D. P. de Souza, B. F. Mello, T. O. Simoes Amorim, K. C. Pedretti Gomes, and A. Andriolo. 2009. Mammals of particular periurban forest fragment in Juiz de Fora, Minas Gerais, Brazil. Revista Brasileira de Zoociencias."
390,Artiodactyla,Cervidae,Mazama,Mazama americana,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
391,Artiodactyla,Tayassuidae,Tayassu,Tayassu pecari,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
392,Carnivora,Canidae,Canis,Canis familiaris,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
393,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
394,Carnivora,Felidae,Leopardus,Leopardus pardalis,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
395,Carnivora,Felidae,Leopardus,Leopardus guttulus,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
396,Carnivora,Felidae,Puma,Puma concolor,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
397,Carnivora,Felidae,Puma,Puma yagouaroundi,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
398,Carnivora,Mustelidae,Eira,Eira barbara,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
399,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
400,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
401,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta leporina,-48.08,-25.05,2011,atlantic_camtrap,"Hortenci, L. 2012. Defaunacao e efeitos-cascata sobre a diversidade vegetal em uma ilha “semi - defaunada” na Floresta Atlantica:75."
402,Artiodactyla,Cervidae,Mazama,Mazama sp.,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
403,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
404,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
405,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
406,Carnivora,Felidae,Leopardus,Leopardus wiedii,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
407,Carnivora,Felidae,Panthera,Panthera onca,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
408,Carnivora,Felidae,Puma,Puma yagouaroundi,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
409,Carnivora,Mustelidae,Eira,Eira barbara,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
410,Carnivora,Procyonidae,Nasua,Nasua nasua,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
411,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
412,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
413,Didelphimorphia,Didelphidae,Didelphis,Didelphis albiventris,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
414,Didelphimorphia,Didelphidae,Didelphis,Didelphis aurita,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
415,Lagomorpha,Leporidae,Lepus,Lepus europaeus,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
416,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
417,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
418,Pilosa,Myrmecophagidae,Tamandua,Tamandua tetradactyla,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
419,Primates,Cebidae,Sapajus,Sapajus nigritus,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
420,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
421,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-53.66,-27,2005,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
422,Artiodactyla,Cervidae,Mazama,Mazama americana,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
423,Artiodactyla,Cervidae,Mazama,Mazama nana,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
424,Artiodactyla,Cervidae,Mazama,Mazama sp.,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
425,Artiodactyla,Tayassuidae,Pecari,Pecari tajacu,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
426,Carnivora,Canidae,Cerdocyon,Cerdocyon thous,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
427,Carnivora,Felidae,Leopardus,Leopardus pardalis,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
428,Carnivora,Felidae,Leopardus,Leopardus guttulus,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
429,Carnivora,Felidae,Puma,Puma concolor,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
430,Carnivora,Felidae,Puma,Puma yagouaroundi,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
431,Carnivora,Mustelidae,Eira,Eira barbara,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
432,Carnivora,Procyonidae,Nasua,Nasua nasua,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
433,Carnivora,Procyonidae,Procyon,Procyon cancrivorus,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
434,Cingulata,Dasypodidae,Dasypus,Dasypus novemcinctus,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
435,Cingulata,Dasypodidae,Euphractus,Euphractus sexcinctus,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
436,Lagomorpha,Leporidae,Sylvilagus,Sylvilagus brasiliensis,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
437,Perissodactyla,Tapiridae,Tapirus,Tapirus terrestris,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
438,Rodentia,Caviidae,Hydrochoerus,Hydrochoerus hydrochaeris,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
439,Rodentia,Dasyproctidae,Dasyprocta,Dasyprocta azarae,-53.66,-27,2006,atlantic_camtrap,"Kasper, C. B., F. D. Mazim, J. B. G. Soares, T. G. D. Oliveira, and M. E. Fabian. 2007. Composicao e abundancia relativa dos mamiferos de medio e grande porte no Parque Estadual do Turvo , Rio Grande do Sul , Brasil. Revista Brasileira de Zoologia 24:1087–1100."
