rowid,order,family,genus,species,longitude,latitude,year,source,geometry
5321,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.11114,-16.71055,2010,neotropical_carnivores,"c(-56.11114, -16.71055)"
5322,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.06413,-16.68294,2010,neotropical_carnivores,"c(-56.06413, -16.68294)"
5323,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.06843,-16.67965,2010,neotropical_carnivores,"c(-56.06843, -16.67965)"
5324,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.09705,-16.66619,2010,neotropical_carnivores,"c(-56.09705, -16.66619)"
5325,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.14567,-16.66829,2010,neotropical_carnivores,"c(-56.14567, -16.66829)"
5326,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.07828,-16.77828,2010,neotropical_carnivores,"c(-56.07828, -16.77828)"
5327,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.03062,-16.71257,2010,neotropical_carnivores,"c(-56.03062, -16.71257)"
5328,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.04937,-16.71019,2010,neotropical_carnivores,"c(-56.04937, -16.71019)"
5329,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.03336,-16.69807,2010,neotropical_carnivores,"c(-56.03336, -16.69807)"
5330,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.23898,-16.6337,2010,neotropical_carnivores,"c(-56.23898, -16.6337)"
5331,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.20449,-16.66318,2010,neotropical_carnivores,"c(-56.20449, -16.66318)"
5332,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.20817,-16.67255,2010,neotropical_carnivores,"c(-56.20817, -16.67255)"
5333,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.22804,-16.65766,2010,neotropical_carnivores,"c(-56.22804, -16.65766)"
5334,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.26297,-16.79289,2010,neotropical_carnivores,"c(-56.26297, -16.79289)"
5335,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.11274,-16.77307,2010,neotropical_carnivores,"c(-56.11274, -16.77307)"
5336,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.13495,-16.77576,2010,neotropical_carnivores,"c(-56.13495, -16.77576)"
5337,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.15034,-16.76311,2010,neotropical_carnivores,"c(-56.15034, -16.76311)"
5338,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.16252,-16.77197,2010,neotropical_carnivores,"c(-56.16252, -16.77197)"
5339,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.16901,-16.8175,2010,neotropical_carnivores,"c(-56.16901, -16.8175)"
5340,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.17361,-16.79331,2010,neotropical_carnivores,"c(-56.17361, -16.79331)"
5341,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.25214,-16.79449,2010,neotropical_carnivores,"c(-56.25214, -16.79449)"
5342,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.23196,-16.79653,2010,neotropical_carnivores,"c(-56.23196, -16.79653)"
5343,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.22628,-16.76069,2010,neotropical_carnivores,"c(-56.22628, -16.76069)"
5344,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.19366,-16.76306,2010,neotropical_carnivores,"c(-56.19366, -16.76306)"
5345,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.16326,-16.72327,2010,neotropical_carnivores,"c(-56.16326, -16.72327)"
5346,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.09903,-16.72113,2010,neotropical_carnivores,"c(-56.09903, -16.72113)"
5347,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.11114,-16.71055,2010,neotropical_carnivores,"c(-56.11114, -16.71055)"
5348,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.06413,-16.68294,2010,neotropical_carnivores,"c(-56.06413, -16.68294)"
5349,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.06843,-16.67965,2010,neotropical_carnivores,"c(-56.06843, -16.67965)"
5350,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.09705,-16.66619,2010,neotropical_carnivores,"c(-56.09705, -16.66619)"
5351,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.12373,-16.66786,2010,neotropical_carnivores,"c(-56.12373, -16.66786)"
5352,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.14567,-16.66829,2010,neotropical_carnivores,"c(-56.14567, -16.66829)"
5353,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.09453,-16.79455,2010,neotropical_carnivores,"c(-56.09453, -16.79455)"
5354,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.07828,-16.77828,2010,neotropical_carnivores,"c(-56.07828, -16.77828)"
5355,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.06273,-16.74602,2010,neotropical_carnivores,"c(-56.06273, -16.74602)"
5356,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.01211,-16.70618,2010,neotropical_carnivores,"c(-56.01211, -16.70618)"
5357,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.03062,-16.71257,2010,neotropical_carnivores,"c(-56.03062, -16.71257)"
5358,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.04937,-16.71019,2010,neotropical_carnivores,"c(-56.04937, -16.71019)"
5359,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.03336,-16.69807,2010,neotropical_carnivores,"c(-56.03336, -16.69807)"
5360,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.22866,-16.63554,2010,neotropical_carnivores,"c(-56.22866, -16.63554)"
5361,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.23898,-16.6337,2010,neotropical_carnivores,"c(-56.23898, -16.6337)"
5362,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.20449,-16.66318,2010,neotropical_carnivores,"c(-56.20449, -16.66318)"
5363,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.20817,-16.67255,2010,neotropical_carnivores,"c(-56.20817, -16.67255)"
5364,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.22804,-16.65766,2010,neotropical_carnivores,"c(-56.22804, -16.65766)"
5365,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.26297,-16.79289,2010,neotropical_carnivores,"c(-56.26297, -16.79289)"
5366,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.29726,-16.80149,2010,neotropical_carnivores,"c(-56.29726, -16.80149)"
5367,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.16628,-16.60065,2010,neotropical_carnivores,"c(-56.16628, -16.60065)"
5368,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.19026,-16.63792,2010,neotropical_carnivores,"c(-56.19026, -16.63792)"
5369,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.21365,-16.62385,2010,neotropical_carnivores,"c(-56.21365, -16.62385)"
5370,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.20626,-16.61889,2010,neotropical_carnivores,"c(-56.20626, -16.61889)"
5371,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.16628,-16.60065,2010,neotropical_carnivores,"c(-56.16628, -16.60065)"
5372,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.20611,-16.63271,2010,neotropical_carnivores,"c(-56.20611, -16.63271)"
5373,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.19026,-16.63792,2010,neotropical_carnivores,"c(-56.19026, -16.63792)"
5374,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.196040000000004,-16.63305,2010,neotropical_carnivores,"c(-56.19604, -16.63305)"
5375,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.21365,-16.62385,2010,neotropical_carnivores,"c(-56.21365, -16.62385)"
5376,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.22406,-16.60059,2010,neotropical_carnivores,"c(-56.22406, -16.60059)"
5377,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.20626,-16.61889,2010,neotropical_carnivores,"c(-56.20626, -16.61889)"
5378,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.17048,-16.59156,2010,neotropical_carnivores,"c(-56.17048, -16.59156)"
5379,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.16569,-16.61404,2010,neotropical_carnivores,"c(-56.16569, -16.61404)"
5380,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.16199,-16.6269,2010,neotropical_carnivores,"c(-56.16199, -16.6269)"
5381,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.14884,-16.64916,2010,neotropical_carnivores,"c(-56.14884, -16.64916)"
5382,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.23045,-16.60919,2010,neotropical_carnivores,"c(-56.23045, -16.60919)"
5383,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.22521,-16.61673,2010,neotropical_carnivores,"c(-56.22521, -16.61673)"
5384,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.20187,-16.56531,2010,neotropical_carnivores,"c(-56.20187, -16.56531)"
5385,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.24642,-16.57921,2010,neotropical_carnivores,"c(-56.24642, -16.57921)"
5386,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.20611,-16.63271,2010,neotropical_carnivores,"c(-56.20611, -16.63271)"
5387,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.19026,-16.63792,2010,neotropical_carnivores,"c(-56.19026, -16.63792)"
5388,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.196040000000004,-16.63305,2010,neotropical_carnivores,"c(-56.19604, -16.63305)"
5389,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.21365,-16.62385,2010,neotropical_carnivores,"c(-56.21365, -16.62385)"
5390,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.22406,-16.60059,2010,neotropical_carnivores,"c(-56.22406, -16.60059)"
5391,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.20626,-16.61889,2010,neotropical_carnivores,"c(-56.20626, -16.61889)"
5392,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.16628,-16.60065,2010,neotropical_carnivores,"c(-56.16628, -16.60065)"
5393,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.17048,-16.59156,2010,neotropical_carnivores,"c(-56.17048, -16.59156)"
5394,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.16569,-16.61404,2010,neotropical_carnivores,"c(-56.16569, -16.61404)"
5395,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.16199,-16.6269,2010,neotropical_carnivores,"c(-56.16199, -16.6269)"
5396,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.14884,-16.64916,2010,neotropical_carnivores,"c(-56.14884, -16.64916)"
5397,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.23045,-16.60919,2010,neotropical_carnivores,"c(-56.23045, -16.60919)"
5398,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.22521,-16.61673,2010,neotropical_carnivores,"c(-56.22521, -16.61673)"
5399,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.20187,-16.56531,2010,neotropical_carnivores,"c(-56.20187, -16.56531)"
5400,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.24642,-16.57921,2010,neotropical_carnivores,"c(-56.24642, -16.57921)"
5401,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.20611,-16.63271,2010,neotropical_carnivores,"c(-56.20611, -16.63271)"
5402,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.196040000000004,-16.63305,2010,neotropical_carnivores,"c(-56.19604, -16.63305)"
5403,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.22406,-16.60059,2010,neotropical_carnivores,"c(-56.22406, -16.60059)"
5404,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.17048,-16.59156,2010,neotropical_carnivores,"c(-56.17048, -16.59156)"
5405,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.16569,-16.61404,2010,neotropical_carnivores,"c(-56.16569, -16.61404)"
5406,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.16199,-16.6269,2010,neotropical_carnivores,"c(-56.16199, -16.6269)"
5407,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.14884,-16.64916,2010,neotropical_carnivores,"c(-56.14884, -16.64916)"
5408,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.23045,-16.60919,2010,neotropical_carnivores,"c(-56.23045, -16.60919)"
5409,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.22521,-16.61673,2010,neotropical_carnivores,"c(-56.22521, -16.61673)"
5410,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.20187,-16.56531,2010,neotropical_carnivores,"c(-56.20187, -16.56531)"
5411,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.24642,-16.57921,2010,neotropical_carnivores,"c(-56.24642, -16.57921)"
5412,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.20611,-16.63271,2010,neotropical_carnivores,"c(-56.20611, -16.63271)"
5413,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.19026,-16.63792,2010,neotropical_carnivores,"c(-56.19026, -16.63792)"
5414,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.196040000000004,-16.63305,2010,neotropical_carnivores,"c(-56.19604, -16.63305)"
5415,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.21365,-16.62385,2010,neotropical_carnivores,"c(-56.21365, -16.62385)"
5416,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.22406,-16.60059,2010,neotropical_carnivores,"c(-56.22406, -16.60059)"
5417,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.20626,-16.61889,2010,neotropical_carnivores,"c(-56.20626, -16.61889)"
5418,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.16628,-16.60065,2010,neotropical_carnivores,"c(-56.16628, -16.60065)"
5419,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.17048,-16.59156,2010,neotropical_carnivores,"c(-56.17048, -16.59156)"
5420,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.16569,-16.61404,2010,neotropical_carnivores,"c(-56.16569, -16.61404)"
5421,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.16199,-16.6269,2010,neotropical_carnivores,"c(-56.16199, -16.6269)"
5422,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.14884,-16.64916,2010,neotropical_carnivores,"c(-56.14884, -16.64916)"
5423,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.23045,-16.60919,2010,neotropical_carnivores,"c(-56.23045, -16.60919)"
5424,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.22521,-16.61673,2010,neotropical_carnivores,"c(-56.22521, -16.61673)"
5425,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.20187,-16.56531,2010,neotropical_carnivores,"c(-56.20187, -16.56531)"
5426,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.24642,-16.57921,2010,neotropical_carnivores,"c(-56.24642, -16.57921)"
5427,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.43176,-16.72953,2010,neotropical_carnivores,"c(-56.43176, -16.72953)"
5428,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.43491,-16.71635,2010,neotropical_carnivores,"c(-56.43491, -16.71635)"
5429,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.43176,-16.72953,2010,neotropical_carnivores,"c(-56.43176, -16.72953)"
5430,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.27569,-16.66019,2010,neotropical_carnivores,"c(-56.27569, -16.66019)"
5431,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.17501,-16.58219,2010,neotropical_carnivores,"c(-56.17501, -16.58219)"
5432,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.16815,-16.56525,2010,neotropical_carnivores,"c(-56.16815, -16.56525)"
5433,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.23231,-16.59949,2010,neotropical_carnivores,"c(-56.23231, -16.59949)"
5434,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.22954,-16.5781,2010,neotropical_carnivores,"c(-56.22954, -16.5781)"
5435,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.43491,-16.71635,2010,neotropical_carnivores,"c(-56.43491, -16.71635)"
5436,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.43176,-16.72953,2010,neotropical_carnivores,"c(-56.43176, -16.72953)"
5437,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.27569,-16.66019,2010,neotropical_carnivores,"c(-56.27569, -16.66019)"
5438,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.17501,-16.58219,2010,neotropical_carnivores,"c(-56.17501, -16.58219)"
5439,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.16815,-16.56525,2010,neotropical_carnivores,"c(-56.16815, -16.56525)"
5440,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.23231,-16.59949,2010,neotropical_carnivores,"c(-56.23231, -16.59949)"
5441,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.22954,-16.5781,2010,neotropical_carnivores,"c(-56.22954, -16.5781)"
5442,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.43491,-16.71635,2010,neotropical_carnivores,"c(-56.43491, -16.71635)"
5443,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.27569,-16.66019,2010,neotropical_carnivores,"c(-56.27569, -16.66019)"
5444,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.17501,-16.58219,2010,neotropical_carnivores,"c(-56.17501, -16.58219)"
5445,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.16815,-16.56525,2010,neotropical_carnivores,"c(-56.16815, -16.56525)"
5446,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.23231,-16.59949,2010,neotropical_carnivores,"c(-56.23231, -16.59949)"
5447,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.22954,-16.5781,2010,neotropical_carnivores,"c(-56.22954, -16.5781)"
5448,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.43491,-16.71635,2010,neotropical_carnivores,"c(-56.43491, -16.71635)"
5449,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.43176,-16.72953,2010,neotropical_carnivores,"c(-56.43176, -16.72953)"
5450,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.27569,-16.66019,2010,neotropical_carnivores,"c(-56.27569, -16.66019)"
5451,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.17501,-16.58219,2010,neotropical_carnivores,"c(-56.17501, -16.58219)"
5452,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.16815,-16.56525,2010,neotropical_carnivores,"c(-56.16815, -16.56525)"
5453,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.23231,-16.59949,2010,neotropical_carnivores,"c(-56.23231, -16.59949)"
5454,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.22954,-16.5781,2010,neotropical_carnivores,"c(-56.22954, -16.5781)"
5455,Carnivora,Felidae,Leopardus,Leopardus pardalis,-61.15553,0.9602594,2007,neotropical_carnivores,"c(-61.15553, 0.9602594)"
5456,Carnivora,Felidae,Leopardus,Leopardus pardalis,-61.23246,1.179954,2007,neotropical_carnivores,"c(-61.23246, 1.179954)"
5457,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.72199,-23.8327,2001,neotropical_carnivores,"c(-46.72199, -23.8327)"
5462,Carnivora,Felidae,Leopardus,Leopardus wiedii,-41.76854,-20.44761,2012,neotropical_carnivores,"c(-41.76854, -20.44761)"
5463,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.76854,-20.44761,2012,neotropical_carnivores,"c(-41.76854, -20.44761)"
5464,Carnivora,Felidae,Leopardus,Leopardus wiedii,-41.00268,-20.42126,2012,neotropical_carnivores,"c(-41.00268, -20.42126)"
5465,Carnivora,Felidae,Leopardus,Leopardus pardalis,-41.7517,-20.4641,2012,neotropical_carnivores,"c(-41.7517, -20.4641)"
5466,Carnivora,Felidae,Leopardus,Leopardus wiedii,-41.82098,-20.40873,2012,neotropical_carnivores,"c(-41.82098, -20.40873)"
5467,Carnivora,Felidae,Leopardus,Leopardus wiedii,-41.7517,-20.4641,2012,neotropical_carnivores,"c(-41.7517, -20.4641)"
5468,Carnivora,Felidae,Leopardus,Leopardus wiedii,-41.01288,-20.43068,2012,neotropical_carnivores,"c(-41.01288, -20.43068)"
5469,Carnivora,Felidae,Leopardus,Leopardus wiedii,-41.01893,-20.40272,2012,neotropical_carnivores,"c(-41.01893, -20.40272)"
5470,Carnivora,Felidae,Leopardus,Leopardus pardalis,-46.54221,-22.54196,2018,neotropical_carnivores,"c(-46.54221, -22.54196)"
5471,Carnivora,Felidae,Leopardus,Leopardus pardalis,-46.54313,-22.54146,2018,neotropical_carnivores,"c(-46.54313, -22.54146)"
5472,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.88822,-15.9281,2007,neotropical_carnivores,"c(-47.88822, -15.9281)"
5473,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.88822,-15.9281,2007,neotropical_carnivores,"c(-47.88822, -15.9281)"
5474,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.88683,-15.95682,2007,neotropical_carnivores,"c(-47.88683, -15.95682)"
5475,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.94389,-15.96131,2007,neotropical_carnivores,"c(-47.94389, -15.96131)"
5476,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.88683,-15.95682,2007,neotropical_carnivores,"c(-47.88683, -15.95682)"
5477,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.82774,-15.86759,2007,neotropical_carnivores,"c(-47.82774, -15.86759)"
5478,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.84781,-15.87469,2007,neotropical_carnivores,"c(-47.84781, -15.87469)"
5479,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.84433,-15.87948,2007,neotropical_carnivores,"c(-47.84433, -15.87948)"
5480,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.85527,-15.89611,2007,neotropical_carnivores,"c(-47.85527, -15.89611)"
5481,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.83154,-15.9242,2007,neotropical_carnivores,"c(-47.83154, -15.9242)"
5482,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.82977,-15.89589,2007,neotropical_carnivores,"c(-47.82977, -15.89589)"
5483,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.84331,-15.90874,2007,neotropical_carnivores,"c(-47.84331, -15.90874)"
5484,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.86556,-15.91665,2007,neotropical_carnivores,"c(-47.86556, -15.91665)"
5485,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.8471,-15.93743,2007,neotropical_carnivores,"c(-47.8471, -15.93743)"
5486,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.8698,-15.93554,2007,neotropical_carnivores,"c(-47.8698, -15.93554)"
5487,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.89482,-15.93627,2007,neotropical_carnivores,"c(-47.89482, -15.93627)"
5488,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.91674,-15.9146,2007,neotropical_carnivores,"c(-47.91674, -15.9146)"
5489,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.91537,-15.93629,2007,neotropical_carnivores,"c(-47.91537, -15.93629)"
5490,Carnivora,Felidae,Leopardus,Leopardus pardalis,-47.90398,-15.95341,2007,neotropical_carnivores,"c(-47.90398, -15.95341)"
