rowid,order,family,genus,species,longitude,latitude,year,source,geometry
5129,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.37956,-16.55532,2010,neotropical_carnivores,"c(-56.37956, -16.55532)"
5130,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.38523,-16.56567,2010,neotropical_carnivores,"c(-56.38523, -16.56567)"
5131,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.39767,-16.57007,2010,neotropical_carnivores,"c(-56.39767, -16.57007)"
5132,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.2709,-16.70601,2010,neotropical_carnivores,"c(-56.2709, -16.70601)"
5133,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.27465,-16.79395,2010,neotropical_carnivores,"c(-56.27465, -16.79395)"
5134,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.23644,-16.76849,2010,neotropical_carnivores,"c(-56.23644, -16.76849)"
5135,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.25582,-16.66663,2010,neotropical_carnivores,"c(-56.25582, -16.66663)"
5136,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.26221,-16.62499,2010,neotropical_carnivores,"c(-56.26221, -16.62499)"
5137,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.26172,-16.61506,2010,neotropical_carnivores,"c(-56.26172, -16.61506)"
5138,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.35464,-16.61913,2010,neotropical_carnivores,"c(-56.35464, -16.61913)"
5139,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.33591,-16.62599,2010,neotropical_carnivores,"c(-56.33591, -16.62599)"
5140,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.31904,-16.614,2010,neotropical_carnivores,"c(-56.31904, -16.614)"
5141,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.33234,-16.55192,2010,neotropical_carnivores,"c(-56.33234, -16.55192)"
5142,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.32397,-16.53763,2010,neotropical_carnivores,"c(-56.32397, -16.53763)"
5143,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.29674,-16.59707,2010,neotropical_carnivores,"c(-56.29674, -16.59707)"
5144,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.31357,-16.59786,2010,neotropical_carnivores,"c(-56.31357, -16.59786)"
5145,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.28874,-16.58981,2010,neotropical_carnivores,"c(-56.28874, -16.58981)"
5146,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.2848,-16.56086,2010,neotropical_carnivores,"c(-56.2848, -16.56086)"
5147,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.28556,-16.57522,2010,neotropical_carnivores,"c(-56.28556, -16.57522)"
5148,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.13052,-16.70395,2010,neotropical_carnivores,"c(-56.13052, -16.70395)"
5149,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.15236,-16.68952,2010,neotropical_carnivores,"c(-56.15236, -16.68952)"
5150,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.48681,-16.74125,2010,neotropical_carnivores,"c(-56.48681, -16.74125)"
5151,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.45937,-16.66882,2010,neotropical_carnivores,"c(-56.45937, -16.66882)"
5152,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.2709,-16.70601,2010,neotropical_carnivores,"c(-56.2709, -16.70601)"
5153,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.26987,-16.6968,2010,neotropical_carnivores,"c(-56.26987, -16.6968)"
5154,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.27465,-16.79395,2010,neotropical_carnivores,"c(-56.27465, -16.79395)"
5155,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.20797,-16.75966,2010,neotropical_carnivores,"c(-56.20797, -16.75966)"
5156,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.23644,-16.76849,2010,neotropical_carnivores,"c(-56.23644, -16.76849)"
5157,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.25582,-16.66663,2010,neotropical_carnivores,"c(-56.25582, -16.66663)"
5158,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.28423,-16.67334,2010,neotropical_carnivores,"c(-56.28423, -16.67334)"
5159,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.26221,-16.62499,2010,neotropical_carnivores,"c(-56.26221, -16.62499)"
5160,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.26172,-16.61506,2010,neotropical_carnivores,"c(-56.26172, -16.61506)"
5161,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.2689,-16.60738,2010,neotropical_carnivores,"c(-56.2689, -16.60738)"
5162,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.35464,-16.61913,2010,neotropical_carnivores,"c(-56.35464, -16.61913)"
5163,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.33591,-16.62599,2010,neotropical_carnivores,"c(-56.33591, -16.62599)"
5164,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.31904,-16.614,2010,neotropical_carnivores,"c(-56.31904, -16.614)"
5165,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.36374,-16.582,2010,neotropical_carnivores,"c(-56.36374, -16.582)"
5166,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.34604,-16.56594,2010,neotropical_carnivores,"c(-56.34604, -16.56594)"
5167,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.33234,-16.55192,2010,neotropical_carnivores,"c(-56.33234, -16.55192)"
5168,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.32397,-16.53763,2010,neotropical_carnivores,"c(-56.32397, -16.53763)"
5169,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.29674,-16.59707,2010,neotropical_carnivores,"c(-56.29674, -16.59707)"
5170,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.31357,-16.59786,2010,neotropical_carnivores,"c(-56.31357, -16.59786)"
5171,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.28874,-16.58981,2010,neotropical_carnivores,"c(-56.28874, -16.58981)"
5172,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.2848,-16.56086,2010,neotropical_carnivores,"c(-56.2848, -16.56086)"
5173,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.28556,-16.57522,2010,neotropical_carnivores,"c(-56.28556, -16.57522)"
5174,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.13052,-16.70395,2010,neotropical_carnivores,"c(-56.13052, -16.70395)"
5175,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.15236,-16.68952,2010,neotropical_carnivores,"c(-56.15236, -16.68952)"
5176,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.48681,-16.74125,2010,neotropical_carnivores,"c(-56.48681, -16.74125)"
5177,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.48073,-16.73191,2010,neotropical_carnivores,"c(-56.48073, -16.73191)"
5178,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.47331,-16.69657,2010,neotropical_carnivores,"c(-56.47331, -16.69657)"
5179,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.45937,-16.66882,2010,neotropical_carnivores,"c(-56.45937, -16.66882)"
5180,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.37956,-16.55532,2010,neotropical_carnivores,"c(-56.37956, -16.55532)"
5181,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.38523,-16.56567,2010,neotropical_carnivores,"c(-56.38523, -16.56567)"
5182,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.39767,-16.57007,2010,neotropical_carnivores,"c(-56.39767, -16.57007)"
5183,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.1374,-16.6772,2010,neotropical_carnivores,"c(-56.1374, -16.6772)"
5184,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.26745,-16.69123,2010,neotropical_carnivores,"c(-56.26745, -16.69123)"
5185,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.15547,-16.66421,2010,neotropical_carnivores,"c(-56.15547, -16.66421)"
5186,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.26745,-16.69123,2010,neotropical_carnivores,"c(-56.26745, -16.69123)"
5187,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.23635,-16.67772,2010,neotropical_carnivores,"c(-56.23635, -16.67772)"
5188,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.21254,-16.69419,2010,neotropical_carnivores,"c(-56.21254, -16.69419)"
5189,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.19901,-16.67634,2010,neotropical_carnivores,"c(-56.19901, -16.67634)"
5190,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.18113,-16.69919,2010,neotropical_carnivores,"c(-56.18113, -16.69919)"
5191,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.1741,-16.73818,2010,neotropical_carnivores,"c(-56.1741, -16.73818)"
5192,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.17588,-16.72091,2010,neotropical_carnivores,"c(-56.17588, -16.72091)"
5193,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.13765,-16.659,2010,neotropical_carnivores,"c(-56.13765, -16.659)"
5194,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.15547,-16.66421,2010,neotropical_carnivores,"c(-56.15547, -16.66421)"
5195,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.15407,-16.6558,2010,neotropical_carnivores,"c(-56.15407, -16.6558)"
5196,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.17429,-16.67734,2010,neotropical_carnivores,"c(-56.17429, -16.67734)"
5197,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.13588,-16.80233,2010,neotropical_carnivores,"c(-56.13588, -16.80233)"
5198,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.10017,-16.69444,2010,neotropical_carnivores,"c(-56.10017, -16.69444)"
5199,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.26745,-16.69123,2010,neotropical_carnivores,"c(-56.26745, -16.69123)"
5200,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.23635,-16.67772,2010,neotropical_carnivores,"c(-56.23635, -16.67772)"
5201,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.21254,-16.69419,2010,neotropical_carnivores,"c(-56.21254, -16.69419)"
5202,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.19901,-16.67634,2010,neotropical_carnivores,"c(-56.19901, -16.67634)"
5203,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.18113,-16.69919,2010,neotropical_carnivores,"c(-56.18113, -16.69919)"
5204,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.1741,-16.73818,2010,neotropical_carnivores,"c(-56.1741, -16.73818)"
5205,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.17588,-16.72091,2010,neotropical_carnivores,"c(-56.17588, -16.72091)"
5206,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.1374,-16.6772,2010,neotropical_carnivores,"c(-56.1374, -16.6772)"
5207,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.13765,-16.659,2010,neotropical_carnivores,"c(-56.13765, -16.659)"
5208,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.15547,-16.66421,2010,neotropical_carnivores,"c(-56.15547, -16.66421)"
5209,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.15407,-16.6558,2010,neotropical_carnivores,"c(-56.15407, -16.6558)"
5210,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.17429,-16.67734,2010,neotropical_carnivores,"c(-56.17429, -16.67734)"
5211,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.13588,-16.80233,2010,neotropical_carnivores,"c(-56.13588, -16.80233)"
5212,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.10017,-16.69444,2010,neotropical_carnivores,"c(-56.10017, -16.69444)"
5213,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.23635,-16.67772,2010,neotropical_carnivores,"c(-56.23635, -16.67772)"
5214,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.21254,-16.69419,2010,neotropical_carnivores,"c(-56.21254, -16.69419)"
5215,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.19901,-16.67634,2010,neotropical_carnivores,"c(-56.19901, -16.67634)"
5216,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.18113,-16.69919,2010,neotropical_carnivores,"c(-56.18113, -16.69919)"
5217,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.1741,-16.73818,2010,neotropical_carnivores,"c(-56.1741, -16.73818)"
5218,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.17588,-16.72091,2010,neotropical_carnivores,"c(-56.17588, -16.72091)"
5219,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.1374,-16.6772,2010,neotropical_carnivores,"c(-56.1374, -16.6772)"
5220,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.13765,-16.659,2010,neotropical_carnivores,"c(-56.13765, -16.659)"
5221,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.15407,-16.6558,2010,neotropical_carnivores,"c(-56.15407, -16.6558)"
5222,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.17429,-16.67734,2010,neotropical_carnivores,"c(-56.17429, -16.67734)"
5223,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.13588,-16.80233,2010,neotropical_carnivores,"c(-56.13588, -16.80233)"
5224,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.10017,-16.69444,2010,neotropical_carnivores,"c(-56.10017, -16.69444)"
5225,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.26745,-16.69123,2010,neotropical_carnivores,"c(-56.26745, -16.69123)"
5226,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.23635,-16.67772,2010,neotropical_carnivores,"c(-56.23635, -16.67772)"
5227,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.21254,-16.69419,2010,neotropical_carnivores,"c(-56.21254, -16.69419)"
5228,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.19901,-16.67634,2010,neotropical_carnivores,"c(-56.19901, -16.67634)"
5229,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.18113,-16.69919,2010,neotropical_carnivores,"c(-56.18113, -16.69919)"
5230,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.1741,-16.73818,2010,neotropical_carnivores,"c(-56.1741, -16.73818)"
5231,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.17588,-16.72091,2010,neotropical_carnivores,"c(-56.17588, -16.72091)"
5232,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.1374,-16.6772,2010,neotropical_carnivores,"c(-56.1374, -16.6772)"
5233,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.13765,-16.659,2010,neotropical_carnivores,"c(-56.13765, -16.659)"
5234,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.15547,-16.66421,2010,neotropical_carnivores,"c(-56.15547, -16.66421)"
5235,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.15407,-16.6558,2010,neotropical_carnivores,"c(-56.15407, -16.6558)"
5236,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.17429,-16.67734,2010,neotropical_carnivores,"c(-56.17429, -16.67734)"
5237,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.13588,-16.80233,2010,neotropical_carnivores,"c(-56.13588, -16.80233)"
5238,Carnivora,Felidae,Leopardus,Leopardus guttulus,-56.10017,-16.69444,2010,neotropical_carnivores,"c(-56.10017, -16.69444)"
5239,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.13495,-16.77576,2010,neotropical_carnivores,"c(-56.13495, -16.77576)"
5240,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.23196,-16.79653,2010,neotropical_carnivores,"c(-56.23196, -16.79653)"
5241,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.22628,-16.76069,2010,neotropical_carnivores,"c(-56.22628, -16.76069)"
5242,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.12373,-16.66786,2010,neotropical_carnivores,"c(-56.12373, -16.66786)"
5243,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.06273,-16.74602,2010,neotropical_carnivores,"c(-56.06273, -16.74602)"
5244,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.22804,-16.65766,2010,neotropical_carnivores,"c(-56.22804, -16.65766)"
5245,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.11274,-16.77307,2010,neotropical_carnivores,"c(-56.11274, -16.77307)"
5246,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.15034,-16.76311,2010,neotropical_carnivores,"c(-56.15034, -16.76311)"
5247,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.09453,-16.79455,2010,neotropical_carnivores,"c(-56.09453, -16.79455)"
5248,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.01211,-16.70618,2010,neotropical_carnivores,"c(-56.01211, -16.70618)"
5249,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.22866,-16.63554,2010,neotropical_carnivores,"c(-56.22866, -16.63554)"
5250,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.29726,-16.80149,2010,neotropical_carnivores,"c(-56.29726, -16.80149)"
5251,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.11274,-16.77307,2010,neotropical_carnivores,"c(-56.11274, -16.77307)"
5252,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.13495,-16.77576,2010,neotropical_carnivores,"c(-56.13495, -16.77576)"
5253,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.15034,-16.76311,2010,neotropical_carnivores,"c(-56.15034, -16.76311)"
5254,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.16252,-16.77197,2010,neotropical_carnivores,"c(-56.16252, -16.77197)"
5255,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.16901,-16.8175,2010,neotropical_carnivores,"c(-56.16901, -16.8175)"
5256,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.17361,-16.79331,2010,neotropical_carnivores,"c(-56.17361, -16.79331)"
5257,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.25214,-16.79449,2010,neotropical_carnivores,"c(-56.25214, -16.79449)"
5258,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.23196,-16.79653,2010,neotropical_carnivores,"c(-56.23196, -16.79653)"
5259,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.22628,-16.76069,2010,neotropical_carnivores,"c(-56.22628, -16.76069)"
5260,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.19366,-16.76306,2010,neotropical_carnivores,"c(-56.19366, -16.76306)"
5261,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.16326,-16.72327,2010,neotropical_carnivores,"c(-56.16326, -16.72327)"
5262,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.09903,-16.72113,2010,neotropical_carnivores,"c(-56.09903, -16.72113)"
5263,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.11114,-16.71055,2010,neotropical_carnivores,"c(-56.11114, -16.71055)"
5264,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.06413,-16.68294,2010,neotropical_carnivores,"c(-56.06413, -16.68294)"
5265,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.06843,-16.67965,2010,neotropical_carnivores,"c(-56.06843, -16.67965)"
5266,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.09705,-16.66619,2010,neotropical_carnivores,"c(-56.09705, -16.66619)"
5267,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.12373,-16.66786,2010,neotropical_carnivores,"c(-56.12373, -16.66786)"
5268,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.14567,-16.66829,2010,neotropical_carnivores,"c(-56.14567, -16.66829)"
5269,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.09453,-16.79455,2010,neotropical_carnivores,"c(-56.09453, -16.79455)"
5270,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.07828,-16.77828,2010,neotropical_carnivores,"c(-56.07828, -16.77828)"
5271,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.06273,-16.74602,2010,neotropical_carnivores,"c(-56.06273, -16.74602)"
5272,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.01211,-16.70618,2010,neotropical_carnivores,"c(-56.01211, -16.70618)"
5273,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.03062,-16.71257,2010,neotropical_carnivores,"c(-56.03062, -16.71257)"
5274,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.04937,-16.71019,2010,neotropical_carnivores,"c(-56.04937, -16.71019)"
5275,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.03336,-16.69807,2010,neotropical_carnivores,"c(-56.03336, -16.69807)"
5276,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.22866,-16.63554,2010,neotropical_carnivores,"c(-56.22866, -16.63554)"
5277,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.23898,-16.6337,2010,neotropical_carnivores,"c(-56.23898, -16.6337)"
5278,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.20449,-16.66318,2010,neotropical_carnivores,"c(-56.20449, -16.66318)"
5279,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.20817,-16.67255,2010,neotropical_carnivores,"c(-56.20817, -16.67255)"
5280,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.26297,-16.79289,2010,neotropical_carnivores,"c(-56.26297, -16.79289)"
5281,NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.29726,-16.80149,2010,neotropical_carnivores,"c(-56.29726, -16.80149)"
5282,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.11274,-16.77307,2010,neotropical_carnivores,"c(-56.11274, -16.77307)"
5283,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.13495,-16.77576,2010,neotropical_carnivores,"c(-56.13495, -16.77576)"
5284,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.15034,-16.76311,2010,neotropical_carnivores,"c(-56.15034, -16.76311)"
5285,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.16252,-16.77197,2010,neotropical_carnivores,"c(-56.16252, -16.77197)"
5286,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.16901,-16.8175,2010,neotropical_carnivores,"c(-56.16901, -16.8175)"
5287,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.17361,-16.79331,2010,neotropical_carnivores,"c(-56.17361, -16.79331)"
5288,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.25214,-16.79449,2010,neotropical_carnivores,"c(-56.25214, -16.79449)"
5289,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.23196,-16.79653,2010,neotropical_carnivores,"c(-56.23196, -16.79653)"
5290,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.22628,-16.76069,2010,neotropical_carnivores,"c(-56.22628, -16.76069)"
5291,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.19366,-16.76306,2010,neotropical_carnivores,"c(-56.19366, -16.76306)"
5292,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.16326,-16.72327,2010,neotropical_carnivores,"c(-56.16326, -16.72327)"
5293,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.09903,-16.72113,2010,neotropical_carnivores,"c(-56.09903, -16.72113)"
5294,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.11114,-16.71055,2010,neotropical_carnivores,"c(-56.11114, -16.71055)"
5295,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.06413,-16.68294,2010,neotropical_carnivores,"c(-56.06413, -16.68294)"
5296,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.06843,-16.67965,2010,neotropical_carnivores,"c(-56.06843, -16.67965)"
5297,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.09705,-16.66619,2010,neotropical_carnivores,"c(-56.09705, -16.66619)"
5298,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.12373,-16.66786,2010,neotropical_carnivores,"c(-56.12373, -16.66786)"
5299,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.14567,-16.66829,2010,neotropical_carnivores,"c(-56.14567, -16.66829)"
5300,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.09453,-16.79455,2010,neotropical_carnivores,"c(-56.09453, -16.79455)"
5301,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.07828,-16.77828,2010,neotropical_carnivores,"c(-56.07828, -16.77828)"
5302,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.06273,-16.74602,2010,neotropical_carnivores,"c(-56.06273, -16.74602)"
5303,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.01211,-16.70618,2010,neotropical_carnivores,"c(-56.01211, -16.70618)"
5304,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.03062,-16.71257,2010,neotropical_carnivores,"c(-56.03062, -16.71257)"
5305,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.04937,-16.71019,2010,neotropical_carnivores,"c(-56.04937, -16.71019)"
5306,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.03336,-16.69807,2010,neotropical_carnivores,"c(-56.03336, -16.69807)"
5307,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.22866,-16.63554,2010,neotropical_carnivores,"c(-56.22866, -16.63554)"
5308,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.23898,-16.6337,2010,neotropical_carnivores,"c(-56.23898, -16.6337)"
5309,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.20449,-16.66318,2010,neotropical_carnivores,"c(-56.20449, -16.66318)"
5310,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.20817,-16.67255,2010,neotropical_carnivores,"c(-56.20817, -16.67255)"
5311,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.22804,-16.65766,2010,neotropical_carnivores,"c(-56.22804, -16.65766)"
5312,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.26297,-16.79289,2010,neotropical_carnivores,"c(-56.26297, -16.79289)"
5313,Carnivora,Felidae,Leopardus,Leopardus colocolo,-56.29726,-16.80149,2010,neotropical_carnivores,"c(-56.29726, -16.80149)"
5314,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.16252,-16.77197,2010,neotropical_carnivores,"c(-56.16252, -16.77197)"
5315,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.16901,-16.8175,2010,neotropical_carnivores,"c(-56.16901, -16.8175)"
5316,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.17361,-16.79331,2010,neotropical_carnivores,"c(-56.17361, -16.79331)"
5317,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.25214,-16.79449,2010,neotropical_carnivores,"c(-56.25214, -16.79449)"
5318,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.19366,-16.76306,2010,neotropical_carnivores,"c(-56.19366, -16.76306)"
5319,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.16326,-16.72327,2010,neotropical_carnivores,"c(-56.16326, -16.72327)"
5320,Carnivora,Felidae,Leopardus,Leopardus pardalis,-56.09903,-16.72113,2010,neotropical_carnivores,"c(-56.09903, -16.72113)"
