order,family,genus,species,longitude,latitude,year,source,geometry
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.09109,-12.50839,2005,neotropical_carnivores,"c(-70.09109, -12.50839)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.07234,-12.50825,2005,neotropical_carnivores,"c(-70.07234, -12.50825)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.05368,-12.52707,2005,neotropical_carnivores,"c(-70.05368, -12.52707)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.07263,-12.52604,2005,neotropical_carnivores,"c(-70.07263, -12.52604)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.05335,-12.56064,2005,neotropical_carnivores,"c(-70.05335, -12.56064)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.05377,-12.54411,2005,neotropical_carnivores,"c(-70.05377, -12.54411)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.03577,-12.57819,2005,neotropical_carnivores,"c(-70.03577, -12.57819)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.05318,-12.57852,2005,neotropical_carnivores,"c(-70.05318, -12.57852)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.07075,-12.57343,2005,neotropical_carnivores,"c(-70.07075, -12.57343)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-70.07208,-12.54357,2005,neotropical_carnivores,"c(-70.07208, -12.54357)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.6591,-25.12532,2008,neotropical_carnivores,"c(-53.6591, -25.12532)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.40691,-24.31163,2004,neotropical_carnivores,"c(-48.40691, -24.31163)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.83913,-30.34281,NA,neotropical_carnivores,"c(-53.83913, -30.34281)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.1525,-30.30278,NA,neotropical_carnivores,"c(-53.1525, -30.30278)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.57689,-29.65599,NA,neotropical_carnivores,"c(-54.57689, -29.65599)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.76615,-29.78449,NA,neotropical_carnivores,"c(-54.76615, -29.78449)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.68206,-28.59111,NA,neotropical_carnivores,"c(-53.68206, -28.59111)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.76177,-29.60676,NA,neotropical_carnivores,"c(-50.76177, -29.60676)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.4293,-29.87412,NA,neotropical_carnivores,"c(-50.4293, -29.87412)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.82969,-31.73024,NA,neotropical_carnivores,"c(-52.82969, -31.73024)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.36521,-29.86593,NA,neotropical_carnivores,"c(-51.36521, -29.86593)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.68266,-31.06186,NA,neotropical_carnivores,"c(-53.68266, -31.06186)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-44.97736,-21.22772,2018,neotropical_carnivores,"c(-44.97736, -21.22772)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-44.96418,-21.22113,2018,neotropical_carnivores,"c(-44.96418, -21.22113)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.005,-23.245,2014,neotropical_carnivores,"c(-47.005, -23.245)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.922,-23.225,2014,neotropical_carnivores,"c(-46.922, -23.225)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.918,-23.238,2014,neotropical_carnivores,"c(-46.918, -23.238)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.948,-23.296,2014,neotropical_carnivores,"c(-46.948, -23.296)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.962,-23.289,2014,neotropical_carnivores,"c(-46.962, -23.289)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.907,-23.245,2014,neotropical_carnivores,"c(-46.907, -23.245)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.926,-23.29,2014,neotropical_carnivores,"c(-46.926, -23.29)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.958,-23.272,2014,neotropical_carnivores,"c(-46.958, -23.272)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.005,-23.232,2014,neotropical_carnivores,"c(-47.005, -23.232)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.992,-23.234,2014,neotropical_carnivores,"c(-46.992, -23.234)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.983,-23.245,2014,neotropical_carnivores,"c(-46.983, -23.245)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.969,-23.248,2014,neotropical_carnivores,"c(-46.969, -23.248)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.959,-23.239,2014,neotropical_carnivores,"c(-46.959, -23.239)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.969,-23.261,2014,neotropical_carnivores,"c(-46.969, -23.261)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.954,-23.227,2014,neotropical_carnivores,"c(-46.954, -23.227)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.955,-23.251,2014,neotropical_carnivores,"c(-46.955, -23.251)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.947,-23.261,2014,neotropical_carnivores,"c(-46.947, -23.261)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.944,-23.239,2014,neotropical_carnivores,"c(-46.944, -23.239)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.939,-23.23,2014,neotropical_carnivores,"c(-46.939, -23.23)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.942,-23.251,2014,neotropical_carnivores,"c(-46.942, -23.251)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.932,-23.242,2014,neotropical_carnivores,"c(-46.932, -23.242)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.993,-23.268,2014,neotropical_carnivores,"c(-46.993, -23.268)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.015,-23.301,2014,neotropical_carnivores,"c(-47.015, -23.301)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.02,-23.236,2014,neotropical_carnivores,"c(-47.02, -23.236)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.916,-23.295,2014,neotropical_carnivores,"c(-46.916, -23.295)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.993,-23.307,2014,neotropical_carnivores,"c(-46.993, -23.307)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.945,-23.21,2014,neotropical_carnivores,"c(-46.945, -23.21)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.934,-23.218,2014,neotropical_carnivores,"c(-46.934, -23.218)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.906,-23.23,2014,neotropical_carnivores,"c(-46.906, -23.23)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.975,-23.287,2014,neotropical_carnivores,"c(-46.975, -23.287)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.988,-23.284,2014,neotropical_carnivores,"c(-46.988, -23.284)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.004,-23.277,2014,neotropical_carnivores,"c(-47.004, -23.277)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.015,-23.313,2014,neotropical_carnivores,"c(-47.015, -23.313)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.967,-23.303,2014,neotropical_carnivores,"c(-46.967, -23.303)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.021,-23.286,2014,neotropical_carnivores,"c(-47.021, -23.286)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.006,-23.29,2014,neotropical_carnivores,"c(-47.006, -23.29)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.894,-23.238,2014,neotropical_carnivores,"c(-46.894, -23.238)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.993,-23.294,2014,neotropical_carnivores,"c(-46.993, -23.294)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.957,-23.308,2014,neotropical_carnivores,"c(-46.957, -23.308)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.979,-23.234,2014,neotropical_carnivores,"c(-46.979, -23.234)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.915,-23.253,2014,neotropical_carnivores,"c(-46.915, -23.253)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-75.522,-10.53,2018,neotropical_carnivores,"c(-75.522, -10.53)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-75.48306,-10.50601,2017,neotropical_carnivores,"c(-75.48306, -10.50601)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.85,-27.23,2009,neotropical_carnivores,"c(-53.85, -27.23)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.87011,-21.58836,2010,neotropical_carnivores,"c(-53.87011, -21.58836)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.7,-27.05,NA,neotropical_carnivores,"c(-51.7, -27.05)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.1,-26.88,NA,neotropical_carnivores,"c(-49.1, -26.88)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.18,-30.82,NA,neotropical_carnivores,"c(-53.18, -30.82)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.48,-30.59,NA,neotropical_carnivores,"c(-53.48, -30.59)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.45,-25.68,NA,neotropical_carnivores,"c(-54.45, -25.68)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.58,-25.6,NA,neotropical_carnivores,"c(-54.58, -25.6)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.24,-26.85,NA,neotropical_carnivores,"c(-52.24, -26.85)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.17,-26.73,NA,neotropical_carnivores,"c(-49.17, -26.73)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.65,-27.12,NA,neotropical_carnivores,"c(-52.65, -27.12)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.78,-27.12,NA,neotropical_carnivores,"c(-52.78, -27.12)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.6,-20.12,NA,neotropical_carnivores,"c(-56.6, -20.12)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.63,-27.2,NA,neotropical_carnivores,"c(-49.63, -27.2)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.71,-27.11,NA,neotropical_carnivores,"c(-53.71, -27.11)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.02,-31.24,NA,neotropical_carnivores,"c(-54.02, -31.24)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.12,-27.6,NA,neotropical_carnivores,"c(-52.12, -27.6)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.56,-29.87,NA,neotropical_carnivores,"c(-50.56, -29.87)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.41,-29.65,NA,neotropical_carnivores,"c(-52.41, -29.65)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.12,-31.23,NA,neotropical_carnivores,"c(-52.12, -31.23)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.95,-26.25,NA,neotropical_carnivores,"c(-48.95, -26.25)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.58,1.76,NA,neotropical_carnivores,"c(-50.58, 1.76)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.98,-19.57,NA,neotropical_carnivores,"c(-40.98, -19.57)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.15,-10.22,NA,neotropical_carnivores,"c(-48.15, -10.22)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.11,-22.12,NA,neotropical_carnivores,"c(-43.11, -22.12)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.29,-21.96,NA,neotropical_carnivores,"c(-43.29, -21.96)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.29,-22,NA,neotropical_carnivores,"c(-43.29, -22)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.31,-1.36,NA,neotropical_carnivores,"c(-49.31, -1.36)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.09,-2.76,NA,neotropical_carnivores,"c(-55.09, -2.76)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.67,-0.17,NA,neotropical_carnivores,"c(-55.67, -0.17)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.66,-17.93,NA,neotropical_carnivores,"c(-47.66, -17.93)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.5,-3.83,NA,neotropical_carnivores,"c(-55.5, -3.83)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.11,-10.48,NA,neotropical_carnivores,"c(-40.11, -10.48)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.38,-20.55,NA,neotropical_carnivores,"c(-47.38, -20.55)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.81,-20.33,NA,neotropical_carnivores,"c(-47.81, -20.33)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.92,-21.2,NA,neotropical_carnivores,"c(-50.92, -21.2)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.51,-2.25,NA,neotropical_carnivores,"c(-49.51, -2.25)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-46.74,-23.31,NA,neotropical_carnivores,"c(-46.74, -23.31)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.84,-21.79,NA,neotropical_carnivores,"c(-51.84, -21.79)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.71,-23.05,NA,neotropical_carnivores,"c(-47.71, -23.05)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-36.85,-7.42,NA,neotropical_carnivores,"c(-36.85, -7.42)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-36.9,-7.68,NA,neotropical_carnivores,"c(-36.9, -7.68)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.85,-27.35,NA,neotropical_carnivores,"c(-50.85, -27.35)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.42,-27.28,NA,neotropical_carnivores,"c(-51.42, -27.28)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.89,-26.2,NA,neotropical_carnivores,"c(-49.89, -26.2)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.39,-26.74,NA,neotropical_carnivores,"c(-52.39, -26.74)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.24,-27.41,NA,neotropical_carnivores,"c(-51.24, -27.41)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.5,-13.98,NA,neotropical_carnivores,"c(-52.5, -13.98)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.33,-14.68,NA,neotropical_carnivores,"c(-52.33, -14.68)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.38,-14.68,NA,neotropical_carnivores,"c(-52.38, -14.68)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.54,-15.11,NA,neotropical_carnivores,"c(-55.54, -15.11)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.74,-28.13,NA,neotropical_carnivores,"c(-54.74, -28.13)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-55.11,-30.33,NA,neotropical_carnivores,"c(-55.11, -30.33)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.49,-29.38,NA,neotropical_carnivores,"c(-51.49, -29.38)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.38,-27.94,NA,neotropical_carnivores,"c(-53.38, -27.94)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.04,-25.37,NA,neotropical_carnivores,"c(-54.04, -25.37)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.72,-25.3,NA,neotropical_carnivores,"c(-48.72, -25.3)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.89,-22.63,NA,neotropical_carnivores,"c(-52.89, -22.63)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.18,-6.37,NA,neotropical_carnivores,"c(-47.18, -6.37)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.88,-27.25,NA,neotropical_carnivores,"c(-52.88, -27.25)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.57,-29.84,NA,neotropical_carnivores,"c(-51.57, -29.84)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.31,-21.87,NA,neotropical_carnivores,"c(-43.31, -21.87)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-45.52,-12.02,NA,neotropical_carnivores,"c(-45.52, -12.02)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.22,-22.46,NA,neotropical_carnivores,"c(-43.22, -22.46)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.97,-16.29,NA,neotropical_carnivores,"c(-48.97, -16.29)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-57.03,-1.07,NA,neotropical_carnivores,"c(-57.03, -1.07)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.16,-2.11,NA,neotropical_carnivores,"c(-54.16, -2.11)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.29,-2.49,NA,neotropical_carnivores,"c(-54.29, -2.49)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-54.28,-2.48,NA,neotropical_carnivores,"c(-54.28, -2.48)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.71,-3.4,NA,neotropical_carnivores,"c(-47.71, -3.4)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.39,-28.98,NA,neotropical_carnivores,"c(-52.39, -28.98)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.77,-4.04,NA,neotropical_carnivores,"c(-49.77, -4.04)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-48.05,-2.93,NA,neotropical_carnivores,"c(-48.05, -2.93)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-47.67,-3.11,NA,neotropical_carnivores,"c(-47.67, -3.11)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-36.15,-7.51,NA,neotropical_carnivores,"c(-36.15, -7.51)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.3,-6.6,NA,neotropical_carnivores,"c(-40.3, -6.6)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-37.03,-6.79,NA,neotropical_carnivores,"c(-37.03, -6.79)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-36.56,-7.06,NA,neotropical_carnivores,"c(-36.56, -7.06)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.26,-3.19,NA,neotropical_carnivores,"c(-40.26, -3.19)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-37.32,-6.99,NA,neotropical_carnivores,"c(-37.32, -6.99)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-35.16,-6.72,NA,neotropical_carnivores,"c(-35.16, -6.72)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-38.07,-6.79,NA,neotropical_carnivores,"c(-38.07, -6.79)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-42.63,-5.91,NA,neotropical_carnivores,"c(-42.63, -5.91)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-36.65,-7.79,NA,neotropical_carnivores,"c(-36.65, -7.79)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-36.25,-6.98,NA,neotropical_carnivores,"c(-36.25, -6.98)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-36.49,-7.45,NA,neotropical_carnivores,"c(-36.49, -7.45)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.03,-4.42,NA,neotropical_carnivores,"c(-39.03, -4.42)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-36.08,-6.79,NA,neotropical_carnivores,"c(-36.08, -6.79)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-38.39,-6.51,NA,neotropical_carnivores,"c(-38.39, -6.51)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-37.08,-6.93,NA,neotropical_carnivores,"c(-37.08, -6.93)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-39.12,-4.18,NA,neotropical_carnivores,"c(-39.12, -4.18)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-37.76,-7.28,NA,neotropical_carnivores,"c(-37.76, -7.28)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.95,-27.47,NA,neotropical_carnivores,"c(-50.95, -27.47)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.48,-26.65,NA,neotropical_carnivores,"c(-52.48, -26.65)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.66,-19.49,NA,neotropical_carnivores,"c(-40.66, -19.49)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.64,-19.88,NA,neotropical_carnivores,"c(-40.64, -19.88)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.09,-29.6,NA,neotropical_carnivores,"c(-51.09, -29.6)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-50.31,-29.28,NA,neotropical_carnivores,"c(-50.31, -29.28)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.23,-29.61,NA,neotropical_carnivores,"c(-53.23, -29.61)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.36,-27.34,NA,neotropical_carnivores,"c(-53.36, -27.34)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.73,-27.52,NA,neotropical_carnivores,"c(-52.73, -27.52)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.99,-30.21,NA,neotropical_carnivores,"c(-52.99, -30.21)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-53.49,-28.17,NA,neotropical_carnivores,"c(-53.49, -28.17)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.44,-30.66,NA,neotropical_carnivores,"c(-51.44, -30.66)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.34,-31.58,NA,neotropical_carnivores,"c(-52.34, -31.58)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.45,-28.27,NA,neotropical_carnivores,"c(-52.45, -28.27)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-51.87,-23.85,NA,neotropical_carnivores,"c(-51.87, -23.85)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-38.53,-3.79,NA,neotropical_carnivores,"c(-38.53, -3.79)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-52.56,-25.99,NA,neotropical_carnivores,"c(-52.56, -25.99)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.93108,-20.24553,2018,neotropical_carnivores,"c(-43.93108, -20.24553)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-42.05458,-20.55728,2017,neotropical_carnivores,"c(-42.05458, -20.55728)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-72.11237,-8.32071,2016,neotropical_carnivores,"c(-72.11237, -8.32071)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-43.97646,-19.76435,2013,neotropical_carnivores,"c(-43.97646, -19.76435)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.46186,-22.17764,2016,neotropical_carnivores,"c(-41.46186, -22.17764)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-40.38277,-19.85828,2018,neotropical_carnivores,"c(-40.38277, -19.85828)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.37169,-22.17478,2016,neotropical_carnivores,"c(-41.37169, -22.17478)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-41.66656,-22.28481,2014,neotropical_carnivores,"c(-41.66656, -22.28481)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-100.4276,18.9048,2011,neotropical_carnivores,"c(-100.4276, 18.9048)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-100.3025,18.87072,2009,neotropical_carnivores,"c(-100.3025, 18.87072)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.3,-19.88,2018,neotropical_carnivores,"c(-56.3, -19.88)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.32,-19.95,2018,neotropical_carnivores,"c(-56.32, -19.95)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.36,-19.78,2018,neotropical_carnivores,"c(-56.36, -19.78)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.32,-19.96,2018,neotropical_carnivores,"c(-56.32, -19.96)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.33,-19.96,2018,neotropical_carnivores,"c(-56.33, -19.96)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.32,-19.97,2018,neotropical_carnivores,"c(-56.32, -19.97)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.25,-19.97,2017,neotropical_carnivores,"c(-56.25, -19.97)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.25,-19.96,2017,neotropical_carnivores,"c(-56.25, -19.96)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.24,-19.96,2017,neotropical_carnivores,"c(-56.24, -19.96)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.27,-19.95,2017,neotropical_carnivores,"c(-56.27, -19.95)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.27,-19.94,2017,neotropical_carnivores,"c(-56.27, -19.94)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.3,-19.93,2016,neotropical_carnivores,"c(-56.3, -19.93)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.29,-19.96,2016,neotropical_carnivores,"c(-56.29, -19.96)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.37,-19.78,2016,neotropical_carnivores,"c(-56.37, -19.78)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.27,-19.97,2015,neotropical_carnivores,"c(-56.27, -19.97)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.31,-19.93,2015,neotropical_carnivores,"c(-56.31, -19.93)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.3,-19.97,2014,neotropical_carnivores,"c(-56.3, -19.97)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-56.28,-19.95,2013,neotropical_carnivores,"c(-56.28, -19.95)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.69644,-22.40391,2017,neotropical_carnivores,"c(-49.69644, -22.40391)"
NA,Felidae,Herpailurus,Herpailurus yagouaroundi,-49.68651,-22.37825,2017,neotropical_carnivores,"c(-49.68651, -22.37825)"
